,EURUSD,GOLD,HYG,LQD,QQQ,SPY,US10Y_YIELD,US2Y_YIELD,US30Y_YIELD,USDJPY
2025-07-21,7.680536600135975e-08,2.9047187458648077e-08,-3.9704542004526447e-07,8.437961554621464e-07,-6.14419636164032e-07,-4.4600461491507884e-05,-1.2373361521334039e-09,6.2010102660589385e-09,2.577536234599683e-07,2.0194294857603436e-07
2025-07-22,-1.2455304829696691e-08,-1.1409529520906303e-08,2.2065717088021813e-07,4.2912413840661403e-07,9.265169344868116e-07,1.3991484405821264e-05,-1.6357729586299037e-09,-3.322440701139707e-10,3.3470806384606857e-07,1.0529409975072417e-07
2025-07-23,-1.308088601167374e-08,-1.351936349921083e-08,1.013164761955368e-07,3.738538148857172e-07,5.034584205677057e-07,2.5259060065984565e-05,-7.464679733656067e-10,-9.49525148485249e-10,1.5097301796380549e-07,4.654537899265369e-08
2025-07-24,-6.480392364061953e-08,-1.4482209984660054e-08,1.8335867650325704e-07,-1.3777159539479151e-06,2.2568373588317962e-07,1.864476259644997e-05,3.735277467686141e-09,-1.1584704837544543e-08,-7.71650414838633e-07,-6.210968214330074e-07
2025-07-25,-1.910766337953661e-09,6.484604560809233e-09,-1.287412206886714e-07,-3.025668272343112e-07,7.047088509488401e-08,-1.4456666510147215e-06,-9.707765430686892e-10,-1.8164882827549943e-09,2.0590590885670093e-07,2.762438671197782e-07
2025-07-28,6.292517637070751e-08,1.1826066275825045e-08,-6.046861073548995e-07,1.5084351177475416e-06,-5.029844991120639e-07,-2.8880734378389552e-05,-5.665447843717075e-09,1.3665898660980311e-08,1.1475817714503808e-06,5.076112984637238e-07
2025-07-29,-6.403445503056969e-09,-1.4039659930837303e-09,1.2410487122716208e-07,-1.0740733324821618e-07,-3.717585239296794e-08,2.8143229066081537e-06,1.9958328548182553e-09,-3.2546931952789037e-10,-4.3728485597562885e-07,-3.1294966904786665e-07
2025-07-30,-4.105493736261581e-08,-9.265910715787107e-09,5.663263291888225e-07,-1.263344207772004e-06,7.618824737889907e-07,3.0393802058398892e-05,3.075918242909035e-09,-1.0467171447775855e-08,-6.442150577963563e-07,-1.335935496189642e-07
2025-07-31,-1.0545795890984072e-09,-9.018314019870649e-13,8.95236535791821e-09,-2.748235747800302e-06,2.2475937361764587e-08,4.93099220291031e-06,5.6489082209288585e-09,-2.2526707584434855e-07,-1.0554801018603147e-06,-4.183569768318704e-07
2025-08-01,5.273110759227463e-10,6.446319312806504e-12,-1.7070166354397516e-08,5.506535037198376e-07,-4.0340786136712284e-08,-3.9109158233146215e-06,4.6472759156907086e-10,3.6473305826943476e-08,-8.561689391400526e-08,-4.8338495937318727e-08
2025-08-04,2.7189661534566214e-11,-2.625578917053446e-12,-7.167472415598448e-09,1.496307208450066e-06,-9.120875434691769e-09,-1.541926257377013e-06,8.359619920696409e-10,5.437744750065726e-08,-1.5370303203914356e-07,-3.818963354378577e-07
2025-08-05,-3.2870461349438606e-10,-1.0059711763317253e-11,1.68582195431902e-08,8.881072021766951e-07,7.030321512135887e-08,6.234448472823729e-06,4.3983217554122136e-11,-6.78317552992589e-08,-8.084805000257347e-09,3.0253604365055534e-07
2025-08-06,-1.3414012073268473e-09,1.3208339639689927e-13,8.31151305553051e-09,-2.3244277844044554e-06,1.4849173675378599e-08,6.506408502735727e-06,7.280283464978556e-09,-5.875678185337138e-07,-1.3454534537635976e-06,-1.1900010167402258e-06
2025-08-07,2.34469446606401e-09,9.004210993176003e-20,-3.8386948879793265e-08,6.604893188868307e-07,-4.077417583034958e-08,-5.806142078865074e-06,1.7558746117522e-10,5.755061812613407e-08,-3.232662811474842e-08,-1.1610206046476537e-07
2025-08-08,-6.75490635061681e-09,-1.0072783237337406e-14,6.948271577932865e-08,-2.237207358226462e-07,3.471240815264789e-08,8.470040432021834e-07,5.382024894664999e-09,-7.783074303937009e-08,-9.915556379518864e-07,-7.996994230479281e-07
2025-08-11,-2.2727083653375837e-09,6.648644429406203e-11,3.805170512362761e-08,2.7561604616006893e-07,4.0406323369119884e-08,1.0042073822844742e-05,5.272874003104471e-09,-2.7123315720634e-07,-8.415651168713108e-07,-3.3393357306200315e-07
2025-08-12,-1.0365466344021373e-09,1.2558155412031879e-08,1.3153429194266043e-09,-1.3285021419053678e-06,4.654382923331167e-09,5.547320424013889e-06,8.909739791418853e-09,-2.118289004946447e-06,-1.1779365745426733e-06,-2.666077111973555e-07
2025-08-13,7.707516071453185e-10,-5.414675855307042e-10,5.029173493914563e-12,-1.4926064826544606e-06,2.600354673389336e-11,6.521841490092333e-07,-6.0643887380161195e-09,-6.40523769851537e-07,1.0207085902500419e-06,2.1659684982090752e-06
2025-08-14,9.283572372306252e-10,-2.0429680264287024e-09,-1.663338821338178e-11,9.500226984425248e-07,-1.1149343037503746e-10,-2.6712863214006965e-06,-2.459826671874945e-09,9.839646566350364e-07,3.7690232898095936e-07,1.5544602697150557e-07
2025-08-15,-1.5026093668567698e-09,6.483028497367725e-10,1.3350359236104837e-10,-4.988623838000451e-07,1.8976132409724122e-10,1.3652894675025564e-06,4.132344415282954e-09,-4.5854987018998106e-07,-6.668369823763567e-07,-3.367863990272179e-07
2025-08-18,6.309787435174419e-09,-2.4581711222642934e-10,-1.0274776779019495e-09,6.187688724872931e-07,-3.0006110642735113e-10,-1.8248098552299177e-06,-4.870478039229599e-09,6.816617276669677e-07,8.756758723977103e-07,5.100530169449928e-07
2025-08-19,-6.339744519177696e-08,3.87975247399512e-13,2.840747591724657e-08,-4.846545461297497e-07,2.189322887709451e-09,4.6108875925680475e-06,4.959303879916266e-09,-3.0143962928725625e-07,-1.0440269105487038e-06,-2.4385220461781583e-07
2025-08-20,3.908956367877145e-08,2.3223838934538456e-12,-1.4390056339010276e-08,7.677499697485208e-08,-1.9171019157227135e-08,-4.581176575530417e-06,-5.987571547951582e-10,4.026406355474882e-08,1.294912823992452e-07,7.724863965741196e-08
2025-08-21,4.3785919131643084e-08,4.092285626407124e-16,1.3806761706267368e-08,3.992181039761235e-08,2.8385540950434895e-10,-9.471007819460087e-07,-3.284396664525386e-09,2.3307631541489106e-08,6.939663372153426e-07,3.663035918631329e-07
2025-08-22,5.3913227325142435e-09,-1.591103061345906e-09,-3.765301516025683e-07,8.974711414553518e-07,-4.522703963673429e-08,-1.220954995809882e-05,-1.1947516841851824e-08,8.142443991111975e-07,1.915611977882183e-06,7.809747395757338e-07
2025-08-25,-1.2005567632498553e-11,5.582173493194371e-12,2.5309592131610956e-09,1.0800882301883749e-08,2.5386610825049863e-11,2.59625035326152e-06,6.482850127541433e-10,-1.35086396100985e-08,-1.057980359655427e-07,3.052627754057755e-08
2025-08-26,-1.1563357198025842e-10,1.7901666118320742e-12,1.1447645125025367e-08,-5.490501475381896e-08,1.5338594016660362e-09,1.5213655028942535e-07,-1.5475399803133877e-10,-1.7002006368420396e-08,2.526406848224848e-08,2.913268464706816e-08
2025-08-27,1.7901805089877684e-09,-1.7850011756989644e-11,-1.2118810246022345e-07,1.5337903014741517e-07,-1.2617380532732783e-08,-4.763172058198672e-06,-5.851372040056139e-09,1.1943272032154006e-07,9.429819878156557e-07,1.0135254988817155e-07
2025-08-28,2.450510121160917e-10,1.877280718116137e-12,1.3608422248949965e-08,-8.981515664670215e-09,3.827722658616234e-09,7.728102757124702e-07,-5.359282772958745e-10,-1.7922717868120402e-08,8.387865745404046e-08,1.5498376759650906e-07
2025-08-29,-7.154898371577665e-10,7.551288623613153e-12,1.6195645038511568e-08,-2.990012245625718e-08,7.801344476548128e-09,3.2460918985282824e-06,3.1173446483384226e-09,-4.195763809802075e-08,-4.936498363192043e-07,-9.152724436876227e-08
2025-09-01,2.199705017121169e-09,6.173688866969583e-14,-1.3470436127283045e-08,-2.084696388553402e-08,5.507704957697021e-10,-9.162480857707005e-07,-3.0335108388505116e-09,2.663409125258326e-09,5.089397762316816e-07,1.922144486102649e-07
2025-09-02,6.849014560119346e-10,-1.1761044264267879e-11,-4.3557966324563876e-08,6.375438920600269e-08,-8.604299596405037e-09,-4.855008972516974e-06,-7.3280644691992535e-09,5.980108024450574e-08,1.0642724878669477e-06,2.213070731716262e-07
2025-09-03,-7.292151894033958e-11,8.481477601900508e-13,-2.044810767037824e-09,-1.7664713573202737e-08,2.625596248528957e-09,6.2274735151647e-07,-7.515517211963194e-10,-9.394649519942664e-09,1.0471868816048076e-07,3.18717948632648e-08
2025-09-04,-1.7712513334956287e-10,-2.2495294903786815e-12,-5.2202955592926355e-08,1.4625510919680836e-08,-7.663385885361937e-09,-2.561381939089179e-06,-9.049785877949615e-10,3.0341785893725396e-08,1.254119980811072e-07,-8.81148266539462e-08
2025-09-05,6.46966536677836e-10,-6.6936157188321e-12,-2.5233705062070834e-08,1.5309853735648944e-08,-2.332513955685297e-09,-5.213882333627035e-07,-6.325140363250079e-09,1.5650658116898527e-08,8.460696952329522e-07,3.53295213405185e-07
2025-09-08,-9.545931537336177e-10,1.5441381051758063e-12,2.991600649980602e-08,-1.4420192717742281e-08,3.0867611370378897e-09,2.0404531364211728e-06,-2.5669116586340005e-11,-1.9810396610603447e-08,3.407638574502725e-09,8.075687119037929e-08
2025-09-09,-3.2446992622913445e-10,4.29369280324399e-13,-3.696081656614605e-08,1.5196854259191893e-08,-1.5569409604575179e-09,-7.32018709046021e-07,1.7811968919691246e-09,1.457064086339182e-08,-2.365630428249583e-07,-2.797138806125693e-07
2025-09-10,4.709596613485652e-10,-5.3829399697316076e-12,-1.0647559427964034e-08,-2.579706293286102e-09,6.702818644261777e-10,8.212060717946005e-07,-5.3965596489211e-09,1.6999508147322573e-08,7.545094760886833e-07,5.360179369910216e-07
2025-09-11,1.9067526116420944e-10,-2.4540099904048894e-12,-3.3391727934403178e-09,-3.791611255212947e-10,-3.332140756846004e-09,-1.4934484317417656e-06,-1.075352639551469e-09,9.446037818345633e-09,1.4470110769776508e-07,1.0109325880639127e-07
2025-09-12,2.4166973700334857e-09,-1.241231556637591e-10,-1.1161097581873106e-07,4.39439253709743e-08,-1.6122096821958887e-08,-8.249590876013828e-06,-1.4297455154867186e-08,1.8852601873892302e-07,1.7658690538226197e-06,5.776485718752869e-07
2025-09-15,-5.383831729145661e-09,2.3783550432079126e-13,1.3767153477300605e-07,-3.1064031368736286e-09,4.267338845383375e-09,1.0436183167383338e-06,2.364804224358277e-09,-9.848643925714686e-09,-3.5360962881126934e-07,-1.3713770665024259e-08
2025-09-16,3.755718932724363e-09,-3.0558806554937575e-14,-7.613606976225309e-10,8.157866723895229e-10,-5.246219592874371e-09,-1.0136756589535039e-06,-5.732957861921323e-09,6.627945840583853e-09,9.514748615843849e-07,4.1363528482061254e-07
2025-09-17,-4.185205330463815e-09,1.75973395939897e-15,5.0524808025816316e-08,-1.6658351689682124e-09,3.1588106919771947e-09,8.91567734826255e-07,1.1383486499404946e-09,-5.316624341254775e-09,-1.993633582304173e-07,1.0606922300651266e-09
2025-09-18,1.1856169813952734e-09,1.1913576704811913e-15,4.6989717018702565e-08,-9.253947181632064e-10,8.261200234906833e-09,2.178252356542631e-06,-5.593928346787608e-10,-6.264388982912582e-09,9.846024515888591e-08,1.7738325691204375e-07
2025-09-19,3.692534515344017e-09,-3.133899184320102e-15,-1.1341458785050313e-08,7.799191342006231e-10,-3.370317773754812e-09,-6.214931562104026e-07,-3.5458345873248515e-09,2.848404211154694e-09,6.138231335661231e-07,1.6094027490246207e-07
2025-09-22,5.502347054355504e-09,-2.7568411027145412e-15,-7.255973918640063e-10,1.5989912865332991e-09,-3.0895794675977557e-09,-5.359541237647787e-07,-2.0519344733989486e-09,7.595456662989962e-09,3.336365433958278e-07,3.3728597808891237e-08
2025-09-23,-5.231157419553556e-10,-2.626061640845935e-14,-1.0817509466127293e-07,6.164525152650375e-09,1.840206427533826e-10,-1.8898363201294941e-06,-1.0577744115383477e-09,6.798238932308839e-09,1.6903710112012288e-07,-9.538083675293064e-09
2025-09-24,1.8567514402072195e-09,2.187760844806752e-15,2.005077036061341e-08,-1.878190455636094e-09,-3.036398066938065e-09,-1.4528067107968014e-06,8.879725885369071e-10,-2.7950754200898207e-09,-1.4296744593710178e-07,-9.415104251067005e-09
2025-09-25,1.8228965051985114e-09,-2.1029394749437593e-15,-6.309420606941393e-08,1.5501284212192585e-09,-7.759368558700267e-10,-1.2577730477872828e-06,-1.5027070456233235e-11,5.492253182312591e-09,2.4171326826611396e-09,-4.559694763580866e-08
2025-09-26,4.650788647462578e-10,2.2675527539808825e-17,3.2095805067583196e-08,1.0078675101655986e-10,1.2914187975590244e-08,1.6661549002591772e-06,-2.6954832572640417e-09,-3.577100671945657e-09,4.3402985082858654e-07,1.7345154110500735e-07
2025-09-29,2.766216092685502e-09,-3.5425548825196804e-15,7.750398920278893e-08,1.304399524724887e-09,-2.8656717141750724e-10,-1.4586510841216143e-07,-2.1774687141185064e-09,2.9919846821694367e-09,3.346839737332889e-07,7.996216330142006e-08
2025-09-30,-8.792876471498976e-09,8.405013901092881e-16,9.277041047427739e-08,-7.644939594757333e-10,7.732276508940557e-09,1.154687349334797e-06,2.3082657487480876e-09,-6.323479089858518e-09,-3.695873089976762e-07,-6.346046862643615e-08
2025-10-01,3.3812489219413795e-09,5.450563253405832e-17,-4.6331471429161254e-08,4.473747981489462e-10,-4.133693012565712e-09,-1.086661819177805e-06,1.612929528874179e-09,2.6527205653687007e-09,-2.4936180298409784e-07,-6.482732310149675e-08
2025-10-02,-6.289212003135094e-09,1.8118452127182318e-15,2.0431927368116324e-08,-2.6683698237446458e-11,1.2130480581296109e-08,1.7864567225087912e-06,3.810419216709791e-09,-3.972237480642819e-09,-5.591229243029707e-07,-6.760626651202533e-08
2025-10-03,6.415597066263942e-09,-1.8719983509926766e-16,4.1411307300415244e-08,-1.7261657814995308e-10,-6.476008413953994e-10,-3.6294353197384505e-07,-1.3466877084250092e-09,9.959914615497966e-10,2.0497352621704276e-07,3.088093159147192e-08
2025-10-06,1.8743370323706647e-08,-4.4758959226562033e-13,-2.5131040253285304e-07,1.1184102524236098e-09,-2.3519404882089004e-08,-4.561307373377191e-06,-1.4861197559456842e-08,2.7696585331990646e-08,1.970839893232937e-06,1.3256743330584473e-07
2025-10-07,-3.732727594629339e-09,1.8795069321077418e-17,6.946869304551288e-08,-9.353163203204046e-11,2.340935884451833e-09,-1.0103782493560972e-06,1.1794525004539413e-09,-1.3011978922411352e-09,-1.7770507262376172e-07,-2.951562405885545e-08
2025-10-08,5.299410825841596e-09,3.107305463469161e-17,-9.995923274368554e-09,-1.411152086658533e-10,8.676633822345447e-09,1.7270980076521015e-06,-5.219467640025078e-10,-3.4741363351558397e-09,7.897040025673871e-08,5.8037777233554914e-08
2025-10-09,1.2050589415401381e-08,-3.579908888544362e-18,-1.4490306970580452e-07,1.232844274946587e-10,-8.216019850542857e-09,-1.5195718150085177e-06,-7.372116706280091e-09,5.7066638912811505e-09,1.0872586160407952e-06,8.205484740106735e-08
2025-10-10,5.171608432561476e-09,-3.3872895622943033e-15,-2.3615799082873525e-08,1.827824425830318e-10,-9.973731582756061e-09,-1.4955973330885358e-06,-4.26658493244667e-09,7.3275877023500065e-09,4.954387951734987e-07,1.9449502893661633e-08
2025-10-13,-5.552851118305687e-09,4.189238813692094e-20,2.3667295406319404e-07,-1.5772818593374863e-10,1.2389660086515137e-09,1.9134810091073725e-06,5.118250194701096e-09,-6.539888770128404e-09,-7.005368954352964e-07,-1.0843866401865572e-08
2025-10-14,3.041893576226314e-08,1.7658978989334029e-12,-4.83063520194487e-07,2.859839274976214e-11,-2.3026785813726784e-08,-3.900333584909309e-06,-7.569751561270831e-09,3.469401019880968e-09,1.6227368180244863e-06,6.157287633572726e-08
2025-10-15,6.062649117859566e-09,8.613646201208169e-16,-1.7245423126216001e-07,3.0446277994992506e-11,-7.1489084662718336e-09,-2.649939562497936e-06,-6.910700945980352e-09,5.810880291378645e-09,8.388892357442077e-07,2.2934605512800112e-08
2025-10-16,1.8111661578120915e-09,1.9019181371528067e-17,3.6361120741953635e-08,3.933492841977569e-12,2.3315214534337627e-09,8.92119559965913e-07,-5.2536150305817465e-09,1.0628135539785765e-09,4.994410480177618e-07,1.854457294519395e-08
2025-10-17,1.4814983325550163e-09,-9.713916594655364e-16,-4.899239384558148e-07,7.755057411818405e-11,-3.2886486587851047e-08,-7.98670026188841e-06,-1.9324017803231732e-08,1.83102374790664e-08,1.1560498858342576e-06,8.866103662634584e-09
2025-10-20,-4.197515548589748e-10,-5.594500369135214e-16,-6.763359297991637e-08,2.4955284975184694e-11,-1.532037630055817e-09,-3.370638197340748e-09,3.296160969792935e-09,-4.0677175324492095e-10,-2.690108819322061e-07,-8.113645149272231e-09
2025-10-21,-4.286046435653075e-10,3.98644371458644e-15,-3.786632314616222e-08,6.101032527891667e-11,5.285824772987781e-09,1.5601281092157288e-06,-7.213388713353278e-09,3.124510675047757e-09,6.964256221455031e-07,6.502051914722082e-09
2025-10-22,1.2137495686542067e-08,-6.80655513982447e-14,-3.7339991323402737e-07,1.3357473651091403e-09,-8.119460739729949e-08,-9.726908029480584e-06,-2.554574974096037e-08,3.964842724038095e-08,1.083137059691565e-06,1.6907292519955437e-08
2025-10-23,1.6059335227858862e-10,-1.1043351890324634e-14,-6.4290689670100616e-09,-2.99670113228971e-11,4.491227744135021e-09,-2.1333926815117216e-07,-2.7035920410432205e-09,-2.535285780746277e-10,9.568507568947543e-08,1.7182883596831634e-09
2025-10-24,2.2188571946126656e-09,-7.52696510811664e-14,-7.829291105007405e-08,2.6312850922430726e-11,-1.6293693941490705e-08,-1.7171347898585466e-06,-1.0471232811026053e-08,6.522851326584145e-09,3.502691853738106e-07,2.9611392232267917e-09
2025-10-27,-4.4541254256752955e-10,3.87875312409642e-15,1.5503107236389532e-08,8.128312639171308e-12,-6.762225703146684e-10,-7.184615266081103e-07,5.098872970298897e-09,-1.6876681250581097e-09,-2.013275935904403e-07,-2.9235296784185154e-09
2025-10-28,5.610505176856719e-09,-2.7056410465374115e-14,-1.2764440484369837e-07,3.273889807954057e-11,-3.0981912779535556e-08,-1.988727153734095e-06,-1.2172831811715052e-08,8.409696296944214e-09,6.224210001333587e-07,7.635079965850794e-09
2025-10-29,2.550938870098013e-09,-2.3714274362426725e-15,-3.03982664764308e-08,2.1748872145731408e-11,3.298450080498451e-09,-7.8784742707056e-07,-2.930652355140294e-09,8.596077422722545e-10,1.3227459745700872e-07,3.541589839763033e-09
2025-10-30,1.0603761404979925e-09,-5.636984363718946e-14,-1.917992372312107e-07,1.5999201962938613e-10,-4.4327360161179953e-08,-2.583114127209251e-06,-2.302251975498045e-08,1.3549842829316039e-08,8.571014126863643e-07,5.565763773828641e-09
2025-10-31,-1.0233768966333649e-09,-1.642208139904066e-12,1.2408858972358696e-07,-2.32311110375153e-12,8.547168251737783e-09,1.5794605856604762e-06,7.283473696547887e-09,-2.479326103565261e-09,-9.81818893093393e-07,-1.2826161016276511e-08
2025-11-03,2.415201121705407e-10,-2.8967399954724044e-14,-1.4574600183349777e-07,3.693723838666694e-13,6.056646946574357e-09,-1.6957537490675088e-07,7.633176158836385e-10,2.67300659989886e-10,-8.843391323872111e-08,-2.2028597861865515e-09
2025-11-04,-5.08989254511387e-10,-3.73912999652669e-13,1.9600283086112522e-07,-4.783231803624511e-13,2.505196832900226e-08,4.415825734016187e-06,3.850318749334128e-09,-1.8541342757868862e-09,-4.172889832445267e-07,-8.67838013341177e-10
2025-11-05,5.958165839765545e-10,-4.2482277552675495e-14,1.5642237556288207e-07,-5.453037415774079e-13,2.230926928850649e-08,2.743216248224082e-06,-6.641395737367719e-10,-2.293770767364104e-09,7.298756095914289e-08,8.600766545990074e-09
2025-11-06,-7.99029470079863e-10,-1.531159331461077e-14,3.7659972116952213e-08,-4.8087746872836735e-12,1.264611341026859e-08,9.539831406145535e-07,2.6752164630096385e-09,-3.0395932145063504e-09,-2.97744878934356e-07,-1.6478106970106989e-09
2025-11-07,2.233077719099714e-10,-1.0259146850611413e-15,-6.369095895917213e-08,-1.1923714391461013e-11,-3.97341694756384e-09,-2.9985657929247234e-07,1.6312774563831383e-09,-1.1719351120012063e-10,-1.6758285789068178e-07,-3.1712232364813942e-09
2025-11-10,-3.939514425228997e-09,5.13344344942415e-16,3.495985933807335e-07,-3.896727201200618e-11,3.5143815190657724e-08,2.9216848377877926e-06,2.3262357151003394e-08,-1.1297898509495954e-08,-1.5473242936355035e-06,-1.2067115013960809e-08
2025-11-11,3.6593771231308817e-09,1.0126354521756356e-13,-5.128514038215896e-08,7.049538964258246e-12,-5.661531377584749e-09,1.1103397452792277e-07,-3.372684602127227e-09,1.8211960033359541e-09,1.4399922274031918e-06,3.987932240356525e-08
2025-11-12,3.4476030555939947e-09,2.875292072132939e-15,-3.2992641391283243e-07,8.299756051715199e-12,-1.6249107986899894e-08,-2.961024835196845e-06,-4.01907189390989e-09,5.337242350106211e-09,8.366485555813347e-07,1.277514827813127e-08
2025-11-13,-6.277403788407068e-10,-5.854152683696941e-16,2.6116014188838883e-08,1.896234500933914e-11,2.591604433347349e-08,2.2831824792871197e-06,6.218212310051949e-10,-1.6157912309079291e-09,-1.456240484297347e-07,3.930623872740472e-09
2025-11-14,1.1352877334029802e-09,3.960798231097249e-15,-2.603799391223993e-07,1.250630858331003e-11,2.7392558223406472e-09,6.955905085755319e-07,-1.7477605234939625e-09,4.517410704595794e-10,4.339194686496985e-07,7.2622251050986476e-09
2025-11-17,-5.3415607857604875e-09,-5.50387741986504e-14,9.084683514962509e-07,-9.508469676600834e-11,4.193765479736749e-08,2.5586626823072e-06,-1.5468468541667645e-10,-2.8822649617240087e-09,3.842211882797871e-08,1.1371668581943623e-08
2025-11-18,-6.574273277832684e-10,7.875774935391934e-15,-2.7649132708186177e-07,-2.804853684483834e-11,-6.300200426036736e-09,-1.2092902793690351e-06,1.6474910234626387e-09,-2.960384004641707e-10,-4.0817189611407546e-07,-1.4817531419997037e-08
2025-11-19,-1.4699799033876968e-09,-5.763527452532579e-14,4.790015756453263e-08,4.006248477782766e-11,3.692310200834719e-08,2.455387643360073e-06,5.388157247882333e-09,-7.612527546010106e-10,-9.082278045642146e-07,-1.5975523918812985e-08
2025-11-20,2.9400695290115534e-09,2.168407728282241e-13,-4.223325368574349e-07,7.641735396295698e-11,9.363286710062576e-09,-1.131368174662059e-06,-2.4671452120628347e-09,1.6088354466364477e-09,7.035939266987002e-07,3.813104950762892e-09
2025-11-21,-4.377291688019214e-09,-5.202403247101808e-13,2.8478697390289697e-07,1.5120842781944571e-10,1.0622421927299196e-08,1.3416508102393305e-06,2.9809752663893475e-09,-2.7613470393401516e-10,-1.641161407343394e-06,-3.526148231726125e-08
2025-11-24,-2.5716461452924323e-09,-7.48059183702909e-14,5.514520574114942e-07,-6.31616604440293e-11,-2.271235943569146e-09,1.804555628839741e-07,9.592729830926346e-09,-1.6825956519580738e-09,-1.0861590617421462e-06,-2.907634930655022e-09
2025-11-25,1.994329123418211e-08,1.0213889845400729e-10,-1.274047040496353e-06,3.162675292887587e-11,-3.103498383002766e-08,-3.8247898724480685e-06,-1.2598721647505405e-09,1.7501473496722402e-09,7.5611238319285345e-06,4.329897261321707e-08
2025-11-26,-6.782999985622511e-09,-1.778542675571846e-11,-1.0244389082431286e-07,-3.1960661999467284e-12,-6.056793407092996e-09,9.611218219204935e-08,3.425104557077016e-11,7.255342683407484e-11,-1.949471792968982e-06,-6.591394955745137e-08
2025-11-27,1.0546285099215218e-08,4.0181057080448536e-11,-4.2921823637161965e-07,2.7106161294306716e-12,1.0131164362689166e-08,2.4294311039588444e-07,-2.3111748042556154e-11,4.2405588357209136e-10,2.4144235022600277e-06,3.90685143959774e-08
2025-11-28,-3.096999354123145e-08,-1.5682603705378767e-10,7.003027563691829e-07,2.6752293309991804e-12,1.567900569986074e-08,1.5478397527348202e-06,1.0113875286221359e-11,-6.997634013381696e-10,-7.911014521351133e-06,-1.3149052146230966e-07
2025-12-01,1.482430401829402e-07,2.207364257344361e-09,-3.262467451438895e-06,2.2548749282729685e-11,-6.04673837162336e-08,-7.26826203559563e-06,2.707659557235402e-15,6.541675662608685e-11,1.5318728653902404e-05,6.036308679055273e-08
2025-12-02,2.7501365052529324e-08,1.7095432807134733e-10,-7.538412557183433e-07,6.578767674092645e-11,-1.4610720894600347e-08,-2.671290972497408e-06,-7.963683454345524e-14,1.2094772549472136e-09,5.321675607914198e-06,-7.281022580971039e-09
2025-12-03,6.258891200207406e-08,3.105290693578135e-11,-3.8370983813965936e-07,6.2261658753191285e-12,-2.4064620832909837e-09,-1.4184469134636786e-06,-2.0304490666370557e-11,4.255012989014265e-09,7.030342568341269e-06,2.512317616669806e-07
2025-12-04,9.762316913478457e-09,2.811873473669114e-12,-3.2985093263807743e-07,4.149927427533108e-11,-4.157423345757993e-09,-1.0516779868791145e-06,-2.976493392037513e-11,6.400824144779997e-09,1.475649508894878e-06,-1.2758094713557054e-07
2025-12-05,-5.2433130198507795e-08,-2.907666680613775e-11,4.820758849665822e-07,-3.035446356396597e-11,2.152032949192806e-08,1.959581307145217e-06,1.9830626271320166e-11,-3.645685915069825e-09,-4.73492525457877e-06,-1.950042885107953e-07
2025-12-08,-8.862553314612633e-09,-1.9557644007185827e-12,2.8959991425897223e-07,-3.01013923736706e-11,3.958524456971085e-09,7.212586863044666e-07,3.991611045892972e-12,-4.6650327072994954e-09,-4.60100287477984e-07,7.970545867620637e-08
2025-12-09,1.7406616229880035e-09,2.3339820067910236e-12,-3.0318273146788316e-07,3.991061447743927e-12,-2.9475718505059204e-09,-8.604885681597736e-07,-6.8050971831422e-12,1.322732860465241e-09,8.753120058466363e-07,-6.847174696239817e-09
2025-12-10,1.4719714028951977e-08,2.49253646918368e-12,-1.7330752664888355e-07,7.316850235407698e-11,-8.816429861838699e-10,-3.079477361914868e-07,-6.427925628333554e-11,4.846505637573294e-09,3.922374589930054e-06,1.9382342531326688e-07
2025-12-11,1.6269126739228406e-08,2.917392992296455e-13,-2.237502957676785e-07,1.337114784879881e-10,-6.6483910360332555e-09,-8.732468854034949e-07,-2.906030723573196e-09,9.498717760499494e-09,1.6502870936456021e-06,1.5470001286680025e-07
2025-12-12,-1.0757552627099897e-08,-3.3921684531716124e-12,3.0032957429203725e-07,2.6147421172229136e-11,1.767137136895887e-08,1.6061000169025706e-06,6.561431249088919e-11,-4.7693501145618615e-09,-2.5058358896532007e-06,-1.9738406228308494e-08
2025-12-15,3.6490600804355454e-08,1.3069299686701614e-11,-4.243974179490985e-07,7.325743530692229e-11,-8.143791829123023e-08,-5.190018557128165e-06,-8.714917772004966e-12,2.2410393702764564e-09,1.1776624546503309e-06,1.0908905225265656e-08
2025-12-16,-2.6044726492200272e-08,-7.919041734356177e-13,5.123229439885525e-07,2.976942385772222e-11,4.802908122555135e-09,-4.772926537185462e-07,-5.363137461130532e-12,-3.609040789927953e-10,5.856566525943908e-07,2.3915705664908177e-08
2025-12-17,1.785263504441813e-08,1.4075701122115843e-12,-2.272579583103778e-07,1.855971886908685e-10,3.610291105677627e-09,-5.797782952274949e-07,6.810378880119099e-12,-3.673632538850917e-10,-9.268183526087541e-07,2.9398406519184137e-08
2025-12-18,3.86052350780655e-08,1.5436689787748083e-12,-2.35155079183133e-07,8.61419710992323e-11,-2.011434272464741e-08,-5.435714323583107e-07,-2.5377098908674345e-13,4.2266321042032526e-10,3.2714818817652776e-08,5.2399256936749996e-08
2025-12-19,2.1795953941765278e-08,6.008193900470647e-12,-4.1862451376726673e-07,4.3447969854102285e-11,-7.1697551115073905e-09,-2.2986501045608137e-06,-2.222847403960532e-12,9.682471725541144e-10,2.884738417236513e-07,2.6625279832994254e-09
