,EURUSD,GOLD,HYG,LQD,QQQ,SPY,US10Y_YIELD,US2Y_YIELD,US30Y_YIELD,USDJPY
2025-08-07,-0.02214446973984297,-0.00022663201850904168,-0.033881969126932684,0.06735454153578671,-0.03549016235401118,-0.09889633293724777,0.030795869613093406,0.044333199568771874,-0.09057072983154021,-0.06057462632967664
2025-08-08,-0.024978428588024418,-0.0016346661581922207,-0.04015658799928181,0.06621831145479407,-0.03868769094785219,-0.09894749052580075,0.03082476417247782,0.0417989053998062,-0.09065082184631593,-0.05980905675687007
2025-08-11,-0.02170051441149083,0.008738535858099264,-0.03305552130581834,0.0657993129476698,-0.03534784621869048,-0.09822032614117016,0.03140464538023392,0.04850593896557357,-0.08973055409013632,-0.053891834187203
2025-08-12,-0.014554350764687966,0.024707939094098824,-0.015065873939082361,0.06362373554402916,-0.018869443537606934,-0.0791262560175834,0.03217744672427325,0.06640992869366329,-0.08851953184717525,-0.04871599941055338
2025-08-13,-0.018915271519972476,0.015009654529183807,-0.0063327453835357525,0.07289969323635566,-0.008952622761349236,-0.07198622950935515,0.03121696779658369,0.07050725051421888,-0.09013642309360895,-0.06387619419744278
2025-08-14,-0.016875121987867614,0.019827189452667905,-0.008442916411818914,0.06777040586440657,-0.011607959494781018,-0.07511052197595969,0.03147643589983748,0.0677272037467171,-0.08920050921075261,-0.05615392250070945
2025-08-15,-0.019838691468238925,0.01649222780595774,-0.01144781672678448,0.06447836347475801,-0.013790314521600932,-0.07864117315985086,0.03127651365156819,0.06417287726254724,-0.08954709735194251,-0.05735046468647647
2025-08-18,-0.023607765049290762,0.012299277824432594,-0.016882838146363533,0.060979223852881986,-0.015304619685733363,-0.08068271435193086,0.030848234623653062,0.06021520498292878,-0.09026049491125568,-0.059983502927294326
2025-08-19,-0.03412216815189607,0.0032256626399100436,-0.028784189402960268,0.050795733554174,-0.01902804931665911,-0.08548516647353947,0.030222942071685275,0.04697425766003749,-0.09125015685202591,-0.06101959789893759
2025-08-20,-0.038926261046503055,-0.0049299168194741755,-0.033746256056263184,0.04083726863027083,-0.02862988502604606,-0.09137572704532398,0.030122329315510225,0.035040690966455526,-0.09144085282040455,-0.06126518809085234
2025-08-21,-0.036012395736817956,-0.0009626204277538351,-0.03462442051270443,0.042150925530403636,-0.02810930547961154,-0.08958930918319503,0.030179545908120168,0.03769278659339269,-0.09119628015907164,-0.060715615350257955
2025-08-22,-0.018093554021439025,0.013858880363193264,-0.04183568728596915,0.049282932817075825,-0.02756570946334596,-0.08453892600795172,0.031112080262103756,0.048628863276208585,-0.08896487524626023,-0.05383237563438184
2025-08-25,-0.017524888991164698,0.007729978961546911,-0.03829167150117079,0.04492652077915825,-0.02490955897289703,-0.08932760648611184,0.0308250990375063,0.04128767408583844,-0.08845528462753999,-0.05077205168245585
2025-08-26,-0.01750744432710829,0.007809519903358004,-0.03829248033308252,0.04496507880196626,-0.024929195236166296,-0.08914200819220193,0.030824054672075937,0.04140826316669957,-0.08845894953226695,-0.05064231169671499
2025-08-27,-0.018143931399713376,0.007495558611770475,-0.039608263110605675,0.04073649803087562,-0.02637891878397604,-0.08921121354229225,0.030836558827397536,0.039942128993411014,-0.08827378615106543,-0.05030803314564029
2025-08-28,-0.016887156472272912,0.0060982727441063435,-0.04028437704941616,0.0379955359080407,-0.028182543913827428,-0.08954209234390424,0.030863708964743733,0.03612938369808063,-0.08783705037516842,-0.04867020625943811
2025-08-29,-0.017477829575480795,0.006920727262515615,-0.04014974818603028,0.038674280511183386,-0.027101058362250335,-0.08895690408060546,0.030831304551117822,0.03760452727255427,-0.08794193472765321,-0.04972869949625453
2025-09-01,-0.019971514029050397,0.006887468719116068,-0.04032791854766359,0.039655980935566604,-0.026895659681324607,-0.08953540131020198,0.03060700445278049,0.03724734498136784,-0.08832171462569512,-0.05092166777066374
2025-09-02,-0.014854483622163784,0.00693280496752737,-0.039643326782937374,0.03778458382352842,-0.02704122059963077,-0.08817785678612944,0.031075047922836052,0.03762565924616906,-0.08712829103688025,-0.04576285551114356
2025-09-03,-0.015571072615965182,0.006484385949300621,-0.039376124610009784,0.03488714507370419,-0.027832223175367134,-0.0883692320983602,0.0311240726609682,0.03628914565396885,-0.08654622983232514,-0.04336085928505857
2025-09-04,-0.015362899984971751,0.006364069423743791,-0.03912965637895962,0.033953270645185815,-0.02843859263551607,-0.08876949340567769,0.03113262619372709,0.03555146830232285,-0.08647693117715598,-0.04418388316449023
2025-09-05,-0.01635184336327845,0.007060514289700607,-0.03683136153600884,0.034444829169248896,-0.027752668701990387,-0.08820246542166713,0.031225478358246957,0.03668116328427945,-0.08612900361301963,-0.048906922304759244
2025-09-08,-0.018378338016271714,0.00669825077116097,-0.03810089758935599,0.03357153000198277,-0.02800450079646592,-0.08851262292304496,0.031176015303125873,0.03590650214964456,-0.08586110444102744,-0.04291192007724708
2025-09-09,-0.017451775246197676,0.006723125564063909,-0.03941204195150988,0.032261310747377134,-0.0281598863694582,-0.08883551518971472,0.031182359995034895,0.034994875488058616,-0.08588135944732694,-0.04751991050490912
2025-09-10,-0.017867313959297255,0.006632050303498007,-0.038836159970431446,0.031739399016980065,-0.028185677222689925,-0.08898248243038971,0.030969816589465654,0.03575384014828797,-0.08618203968737177,-0.05559256591652516
2025-09-11,-0.017707823854919626,0.007094049707161815,-0.038763445792138466,0.031850469763663576,-0.028239190619099276,-0.0892746281481779,0.03104291416218519,0.03615216944664114,-0.08572728590222695,-0.053303741841625826
2025-09-12,-0.016357682247072364,0.009206999492573385,-0.038047848688311486,0.030731904546347628,-0.025030931929124246,-0.08510727044776177,0.03128966154299605,0.03915364140900799,-0.08493259688389351,-0.04996889854028899
2025-09-15,-0.025068901921783907,0.0036961660659984084,-0.046005057575897394,0.023340139475831273,-0.02820619929052883,-0.08608421828100012,0.03033004152313836,0.030768247447484867,-0.08552762873271384,-0.049271286505074875
2025-09-16,-0.02620767747177121,0.002253113098380182,-0.04589542557002825,0.023102444453884204,-0.02880153159889322,-0.08641701805042167,0.02992373419515964,0.029826490341859878,-0.08616478761219021,-0.0497135009711882
2025-09-17,-0.02689158556834794,0.0017082967726555686,-0.04592813244962767,0.022975813866643553,-0.029169817194066788,-0.08669432991799988,0.02965140056260393,0.02915187759310348,-0.08629799648818327,-0.04903820180798588
2025-09-18,-0.026988176463299852,0.0017860701380015523,-0.04539719346714688,0.023542771769864947,-0.02853051868390107,-0.08599266798137906,0.0296363884040884,0.02979176543544521,-0.08633973495767737,-0.04904891414960793
2025-09-19,-0.02690436680908635,0.0016360916882641094,-0.04552165199571932,0.02348410601667084,-0.029157051156089703,-0.0863212480372475,0.02967198084574273,0.02947280632468204,-0.08615992662237192,-0.04537731565279287
2025-09-22,-0.026174673050874463,0.00186200886419459,-0.04551001946933859,0.023521953630800837,-0.028908628591667512,-0.08619392984927084,0.029845632603013806,0.02981493102896131,-0.08558629128913445,-0.044058203319035684
2025-09-23,-0.02639777564287201,0.002253436723809988,-0.04542103706387502,0.024296278000532075,-0.02891571659183528,-0.08582369098072566,0.029883807551596517,0.030494626447268452,-0.085399145094557,-0.04413212284800717
2025-09-24,-0.026460003231892504,0.001854685864947417,-0.04576832444310067,0.021625992443712997,-0.028927120454546557,-0.08465465527724374,0.029854273701361192,0.030199245832857383,-0.08543763198376488,-0.04409880838904983
2025-09-25,-0.026374573063637764,0.0017559010864449083,-0.04602256268840176,0.019991041717229104,-0.028865695230954957,-0.08379913639205626,0.029863341451433344,0.02995751901679071,-0.08544507073989589,-0.04395865789891861
2025-09-26,-0.02637586750469948,0.0017414933680766124,-0.04639378892806895,0.019794734872794623,-0.029098956415903276,-0.0846615521036318,0.029845023497544896,0.029609255638870555,-0.08541270484469489,-0.0456634138608054
2025-09-29,-0.026379780449591234,0.0017169720571359297,-0.045906613681211725,0.019652130973534892,-0.029086633165728275,-0.08464896648535057,0.02997552266058774,0.029412923241648237,-0.08499289868224119,-0.04185066826146633
2025-09-30,-0.0272340475425621,0.0013214012070096367,-0.04396959618115915,0.018239672640359486,-0.029146851757798492,-0.08471224854681202,0.02982143674529302,0.029044959268900657,-0.08524125882592018,-0.04348140044121377
2025-10-01,-0.02792729259654973,0.001365971236175188,-0.04515117175928428,0.017484239744533895,-0.029743212939518048,-0.08516790311208841,0.029966609841814103,0.028656305424943452,-0.08505175556103448,-0.04194328758852379
2025-10-02,-0.02839573253335349,0.0014263817288205517,-0.045351163830361356,0.01731831893902175,-0.030529083115149624,-0.08586069540304632,0.030185615396215275,0.028388346936331254,-0.08477164250533252,-0.03931766568601874
2025-10-03,-0.029144174787049122,0.0010084032090497614,-0.04516977582007824,0.01746981174192376,-0.03059694246516861,-0.08598567116702466,0.030050711651263988,0.028284048316709904,-0.0850133611339161,-0.04054328119347089
2025-10-06,-0.0258407830659153,0.0030893330737710237,-0.04719404436574132,0.01590786433172813,-0.030325769731137434,-0.08538659523861936,0.03047645847339121,0.0288644414114289,-0.083856951739012,-0.03710647609839956
2025-10-07,-0.028351217334712058,0.0006393899069686199,-0.049027702974963304,0.012724913781191765,-0.030813596648398896,-0.08274956249411362,0.029687097760350126,0.027077835644404018,-0.08379111393897348,-0.040001362364786255
2025-10-08,-0.028758430557284435,0.0008064868937893957,-0.049094417092263594,0.01380209915215505,-0.030557725422781436,-0.0835628206294973,0.029676041586004353,0.027303848731141975,-0.08382874221113029,-0.04097230121659599
2025-10-09,-0.027532733067385504,0.0003662816918011547,-0.04887817883882393,0.013082035706933325,-0.031364590631304694,-0.08459411842155527,0.02972684317314248,0.026350096168939616,-0.0835450050869396,-0.03743358699931131
2025-10-10,-0.024622103642499105,0.0015946735241024364,-0.048304044227146,0.013660499633195879,-0.0303293618680051,-0.08355793558397442,0.030446198572346136,0.02790958964300577,-0.0815736639120511,-0.03444994998673663
2025-10-13,-0.026456212616738844,0.00014799904395866766,-0.049025799679245766,0.011596203701709268,-0.030462679867246434,-0.0847257554894511,0.0298415859557943,0.025595630555360002,-0.0826066813328081,-0.03498004334447617
2025-10-14,-0.0304197707219643,-0.00445465340143908,-0.05554495133856651,0.009274259144211804,-0.030826960909723436,-0.08723961132933312,0.02819474017291522,0.02096595346719181,-0.08537094014241912,-0.03641694033163339
2025-10-15,-0.023334604278925183,-0.0011307056566841887,-0.050995195926517814,0.009905238408738838,-0.025828369200244408,-0.08294189080232832,0.029986345374356262,0.025040253477655754,-0.08103570361209982,-0.03266001848625559
2025-10-16,-0.020675511487361558,-0.0006426139803875862,-0.05132862708645624,0.00982013266532768,-0.026762555136734218,-0.08383888652601684,0.030739275688888935,0.025357684018263063,-0.0791089593283524,-0.02966521481284717
2025-10-17,-0.015224540179784229,0.0009248630761563734,-0.05239943145602659,0.009533619272937192,-0.02926697822432502,-0.08665997555058305,0.03229466631112797,0.02634530004923426,-0.07574322884230346,-0.023231584934576117
2025-10-20,-0.01833153370457317,-0.0012659854604237838,-0.04918324792817267,0.010346870942008562,-0.02747070140091494,-0.08520909414724606,0.030880126122232864,0.025004090748826552,-0.07705492462598386,-0.027496212812308907
2025-10-21,-0.017705450425490585,-0.0016753134713326581,-0.04889406170151746,0.010689552118536677,-0.027731399626749108,-0.08515256737548187,0.03025529491367974,0.02482043145823522,-0.07807741050256747,-0.028533486661799813
2025-10-22,-0.022399513484245525,0.0020473353865863757,-0.047008680031268985,0.015132509529529088,-0.033536231217067065,-0.08966753370114007,0.033025542853177645,0.029409776099148393,-0.07226829409425028,-0.02574733582501793
2025-10-23,-0.022434613716938948,0.002614097581373007,-0.0456903726271446,0.010198755170279652,-0.03440036079016358,-0.0876929109059519,0.03323603354393853,0.027814278167743768,-0.07014614804635219,-0.02378007317570385
2025-10-24,-0.022535457005066494,0.0027609474672958666,-0.045620303755660334,0.009475559249110472,-0.03470120410597015,-0.08766102830337666,0.03339574828405956,0.027650562046185892,-0.06969389830731039,-0.02336412484194648
2025-10-27,-0.022841314862098047,0.0024866886635888557,-0.0458626604090288,0.009485345294905476,-0.0346979124516097,-0.08735103961106454,0.03274517175269042,0.027142477949948493,-0.07062696952237642,-0.024268070474580263
2025-10-28,-0.02355852886804719,0.0021459108535359177,-0.04630317737752394,0.009510295433316896,-0.0347398430441086,-0.08703731606079866,0.03178896294791942,0.026333339287736665,-0.07220216437473295,-0.025802859886610914
2025-10-29,-0.020211844962453974,0.002151125058448561,-0.045476132878342505,0.009845532856387338,-0.03508871234144721,-0.08659785287843959,0.03206586229597652,0.02636987609603391,-0.07103462993732106,-0.024347259181309425
2025-10-30,-0.016592163680010538,0.002185166935556245,-0.04411583161500492,0.010869931745602655,-0.03565236301997374,-0.08609188527070086,0.03265794156599365,0.02657632007993643,-0.06960005144513044,-0.022069784489667163
2025-10-31,-0.01909868544557494,-0.004580944969994957,-0.04833104097177483,0.005122324085578047,-0.03652532862896914,-0.08723785913738007,0.02792241325029957,0.022465834382836516,-0.07691777772202517,-0.027430125289896752
2025-11-03,-0.019099186440716672,-0.004091432268230366,-0.05005501513746764,0.004446689423744435,-0.03634561223070608,-0.08716192298824395,0.028362092225240807,0.022419867698457326,-0.07579015531778868,-0.02599259167221859
2025-11-04,-0.019120718876252732,-0.003826586041755106,-0.051979498397502245,0.0038802793144041984,-0.03585957886619082,-0.08717290609913013,0.02862206397125737,0.022411498283023745,-0.07545227076510425,-0.025791651710185364
2025-11-05,-0.01937161694749283,-0.002876022510256635,-0.04937430820560218,0.005124213320239388,-0.03367438580097387,-0.08135153471750084,0.028570081501177062,0.02350370265122773,-0.07552247749311998,-0.026306182900378602
2025-11-06,-0.019699708510213305,-0.002113750017467897,-0.04852468305065462,0.00627019607506512,-0.03158848501393244,-0.07903727983614918,0.028545256313684406,0.024610780837015202,-0.07563446388152843,-0.02690033573659498
2025-11-07,-0.0196650005814589,-0.0013717745668671546,-0.04879073240537483,0.00817256178451557,-0.03190621244043217,-0.07914867691255423,0.02883338663951131,0.02474923695196593,-0.07517530194650004,-0.026579199216477653
2025-11-10,-0.019606485326022424,0.0008456852927447417,-0.050676321064905556,0.009829788479171328,-0.03274146937046605,-0.07964574300185077,0.030452214956231505,0.02523837018721257,-0.07267543067525631,-0.02316832584031492
2025-11-11,-0.02353369405535383,-0.002924474452284971,-0.051344012670505826,0.009872444063977255,-0.033458359672109965,-0.07876145118653313,0.023856936884604378,0.02208151581810219,-0.08257441951687829,-0.033232677160646804
2025-11-12,-0.02158306945100447,-0.001399886814111013,-0.050226681457947404,0.009872687350725988,-0.0330468803359487,-0.07913395686096997,0.025942987733076964,0.023760201762224313,-0.07777618776933673,-0.030705377450134724
2025-11-13,-0.022380187620776277,-0.0016906118337942323,-0.05061044900292252,0.009872573978196764,-0.03480407911966773,-0.08274212335821383,0.025465344029333946,0.021589662671062257,-0.07815827528289608,-0.030421873821113703
2025-11-14,-0.022523731638136327,-0.0017908264331407463,-0.05116863245089222,0.009906064810624116,-0.03438662615685455,-0.08158745128940567,0.025269652620766258,0.021369559413071365,-0.07846965220081009,-0.0302848600626291
2025-11-17,-0.02320912095976174,-0.002514634830492929,-0.058743297628432056,0.0094767043585549,-0.03377693310360259,-0.08037244507125386,0.025235468558904482,0.020978105129158292,-0.078368456823609,-0.029664729106737422
2025-11-18,-0.021865190305530642,-0.002611994550759106,-0.061170539848454684,0.01157330303199013,-0.034475651099038836,-0.08176728116754688,0.025263209151638655,0.02148605028465849,-0.07840133017930545,-0.031102958231428026
2025-11-19,-0.02128311294537327,-0.002695527596967493,-0.061302820883284884,0.011359586181544886,-0.035177103052908214,-0.08313415127407935,0.02654845716386983,0.021639336785079556,-0.0762521837510922,-0.027340876865488487
2025-11-20,-0.02246974542608715,-0.0036335731306461824,-0.061559267243520094,0.01162593151177583,-0.033693532380760366,-0.0840405110027648,0.02478157030549436,0.02108402055146499,-0.07907102228519089,-0.02823237545169981
2025-11-21,-0.024215197898114615,-0.004393524624561596,-0.06261847126908747,0.012480819091885469,-0.0331562579608751,-0.08459197223113728,0.02273887141367034,0.020757447558141375,-0.08271568233752064,-0.029726664628946985
2025-11-24,-0.021726908450018106,-0.0025378785850407913,-0.06088162549851544,0.010911658559829469,-0.03324729179666247,-0.08439639973870905,0.027694123728231827,0.021125422157272904,-0.07337369310025514,-0.019502876368717496
2025-11-25,-0.026990094168232524,-0.009433675101070443,-0.06603247265853163,0.008399584263432678,-0.03291239390255096,-0.08473711852642545,0.016005885870960232,0.017502131804507232,-0.09370576717586208,-0.03008747643375192
2025-11-26,-0.029845806497460204,-0.010795021614463956,-0.06495455395261228,0.006867965910360578,-0.03149336100468743,-0.0845432376103452,0.01071656971784195,0.017414452380838292,-0.09836814627267544,-0.038060257305852
2025-11-27,-0.030580057260915575,-0.011020675548717542,-0.06474793619996656,0.00656547863372108,-0.031978038929612575,-0.08452129637418528,0.009660173249538098,0.0174308578966895,-0.10012153421100702,-0.03967164038042093
2025-11-28,-0.03251585677197893,-0.011985467472856877,-0.06629473482354506,0.006679969820298388,-0.03029262366634105,-0.08432018821608397,0.006798944163935093,0.016229591446267854,-0.10531632386841049,-0.041791910632612485
2025-12-01,-0.040325223866787274,-0.017668719008582575,-0.07303237814345519,0.007449345528689321,-0.035662621629113635,-0.0878933727161376,-0.0012955834603509484,0.008454405963496501,-0.11862559135838964,-0.04361950695216302
2025-12-02,-0.03728757647581371,-0.011962668760011457,-0.06240039590717785,0.010398188475928357,-0.02779998445213231,-0.07837574739923445,0.0028837716248478595,0.01717012030578802,-0.1086707985168289,-0.04374947749140589
2025-12-03,-0.03511635471109585,-0.0080429494404958,-0.05911431994569401,0.010250286860370657,-0.02638598414480971,-0.07430156486578285,0.007541734976937076,0.021883098530308412,-0.09914198475702089,-0.04444269301989221
2025-12-04,-0.033911534232591585,-0.0058308521965539485,-0.056983652815548826,0.010170761409556748,-0.02589013525041591,-0.07198191673564303,0.010285506032838712,0.02530184437400862,-0.09166286536552758,-0.04814710948216832
2025-12-05,-0.034860762540098275,-0.008064011650776111,-0.059560129783646054,0.008397845086255046,-0.02892557278645717,-0.074909094294088,0.007876558898934861,0.021647405732590327,-0.09604557348321158,-0.044647007147413605
2025-12-08,-0.03224510636065776,-0.005594403405628971,-0.056655298334442654,0.010408220994807146,-0.024750986920417297,-0.07220935702851917,0.008857059116226315,0.024889846655550368,-0.09335681172459419,-0.046430196420666446
2025-12-09,-0.0321622183473549,-0.006167616066605139,-0.058233112828187036,0.010548962550985133,-0.02562773028588756,-0.07316683802744647,0.008690696494707788,0.02439657555431409,-0.09363498841306911,-0.046526641552107686
2025-12-10,-0.032221419855803304,-0.005538499427780478,-0.057336389857047663,0.010319701929644595,-0.02546878163268593,-0.072766451668085,0.009826412007033679,0.024787840350696696,-0.0911806755432916,-0.04685726708173621
2025-12-11,-0.031153295627353698,-0.003213319874972382,-0.05662733176479832,0.012030570362518636,-0.025089935979106665,-0.07240820645570943,0.019607294603255655,0.02697485837913411,-0.07135135591499574,-0.04050898982056898
2025-12-12,-0.03228239054768036,-0.005932593823652718,-0.05790622982125612,0.012042046764750102,-0.029398147897040823,-0.07438752437728963,0.010172257510269858,0.023576832296647445,-0.08583800659098927,-0.041615477999236636
2025-12-15,-0.03402138562553467,-0.0075527065170394635,-0.05976155806317126,0.012057651571569024,-0.03698344148396629,-0.08127193575972387,0.00816310890236456,0.020102563620071873,-0.08869124744379997,-0.0416533193276806
2025-12-16,-0.03619991808560738,-0.007791940330515633,-0.062000561245586616,0.012083457877784821,-0.03735915964608926,-0.07895738457995843,0.008443844276982046,0.01912012652140248,-0.0879139117060418,-0.04162334802280152
2025-12-17,-0.03672942390526386,-0.007790831894225251,-0.06274673924574609,0.012182030419222733,-0.037313026991847784,-0.07881743451346569,0.008133545145287212,0.01937846799108266,-0.0884816042083357,-0.041469599692029666
2025-12-18,-0.03607314902542195,-0.00779083149182452,-0.062385408707131565,0.01281551653222043,-0.03744717761346711,-0.07864705916892997,0.008209182897798087,0.0192187793418596,-0.08833953221637812,-0.04104695563219822
2025-12-19,-0.034819402083853326,-0.007785824164171867,-0.06162925759534816,0.01284267098794166,-0.03725743822936913,-0.07787092253369086,0.0081993347516385,0.01947266760123707,-0.08835011361721234,-0.04106626025227041
2025-12-22,-0.03641432097665314,-0.007034803512790314,-0.06329555458477193,0.013492097695223018,-0.03676933448261551,-0.07835451854652065,0.009706424462942191,0.0195069022975953,-0.08498192435393494,-0.04120134401434819
2025-12-23,-0.03549706610036661,-0.005519629259520744,-0.06161577925748536,0.014367121126525025,-0.03752920870907436,-0.07674869792922025,0.011510573319847835,0.020812495540674353,-0.08068157903188947,-0.0415151028519778
2025-12-24,-0.026966390014992465,-0.0012151881622580487,-0.05920982869927861,0.01749514991668285,-0.03694901011898099,-0.07192272020652639,0.02328940073423178,0.02503376755378977,-0.06575148628544242,-0.02801287814184979
2025-12-25,-0.026169339153658683,-0.0011007767094215217,-0.059211566018790754,0.020602445357957924,-0.03761417249534941,-0.07403419962527134,0.023700665106482513,0.02378637962446198,-0.06917684664530922,-0.025127083025765894
2025-12-26,-0.022147737072001506,0.00034954228531889383,-0.0592779347689598,0.021305056863625774,-0.03882419134046687,-0.0725804137915385,0.027869522297809597,0.025373796468350605,-0.06325226972660235,-0.01866649715456978
2025-12-29,-0.019081480289040692,0.00419972453107076,-0.05996877038280846,0.022816634821889642,-0.04051522988353223,-0.06737289993983171,0.03286651248415928,0.027201475510985756,-0.058149445683805125,-0.013393561082295285
2025-12-30,-0.01581052374969658,0.006006088330865607,-0.0636196003555748,0.03138142320404291,-0.04618718305645653,-0.06760473056480848,0.03574184726535743,0.027799759577421878,-0.06560123493279611,-0.008014828517917157
2025-12-31,-0.014059818879258308,0.007431861775055506,-0.06393772290737137,0.04020037451241375,-0.05364677178701006,-0.06553129881520266,0.044200801404529616,0.027633816973102614,-0.05581669154054918,-0.0010650659769121695
