,EURUSD,GOLD,HYG,LQD,QQQ,SPY,US10Y_YIELD,US2Y_YIELD,US30Y_YIELD,USDJPY
2025-08-18,0.5000000030480312,0.49999999988036437,0.5000000005443833,0.4999996885992018,0.5000000001622475,0.5000008839375806,0.4999999967182759,0.49999963582811924,0.5000009609530209,0.5000002297079883
2025-08-19,0.5000000304618272,0.4999999999998116,0.5000000149399528,0.4999997579655022,0.5000000011827024,0.5000022306806313,0.4999999966492849,0.49999983992181374,0.5000011486742156,0.5000001101376442
2025-08-20,0.5000000188235001,0.5000000000011277,0.5000000075855148,0.4999999616122415,0.5000000103264832,0.5000022174540447,0.49999999959421715,0.49999997862554274,0.5000001429019469,0.5000000349938262
2025-08-21,0.5000000211001591,0.5000000000000002,0.500000007298117,0.4999999799838929,0.5000000001533649,0.5000004597570747,0.499999997767692,0.4999999875968443,0.5000007678594091,0.5000001662778883
2025-08-22,0.5000000025217185,0.4999999992558405,0.5000001908299624,0.4999995672279506,0.5000000234620869,0.5000057380992331,0.4999999918668996,0.499999585274332,0.500002119453667,0.5000003512496695
2025-08-25,0.5000000000056324,0.49999999999738176,0.500000001286675,0.49999999477550766,0.5000000000132097,0.5000012231175281,0.49999999955736435,0.4999999930984639,0.5000001174109198,0.5000000137702403
2025-08-26,0.5000000000544096,0.49999999999915784,0.5000000058367448,0.49999997337870516,0.5000000008004276,0.5000000718876341,0.4999999998940212,0.4999999912884413,0.5000000281206499,0.5000000131800351
2025-08-27,0.5000000008420848,0.49999999999159794,0.5000000614929618,0.49999992595356835,0.5000000065703872,0.5000022504499205,0.49999999598243683,0.4999999390411343,0.5000010518055387,0.5000000459673097
2025-08-28,0.500000000115599,0.49999999999911393,0.5000000069252621,0.4999999956518504,0.5000000019987235,0.5000003661931609,0.4999999996309441,0.49999999082867486,0.5000000938332039,0.5000000703999492
2025-08-29,0.5000000003382169,0.4999999999964285,0.5000000082654001,0.4999999854934034,0.5000000040800081,0.500001540578032,0.49999999784725824,0.4999999784980115,0.5000005537806564,0.5000000416865698
2025-09-01,0.5000000010409378,0.4999999999999707,0.5000000068939353,0.49999998985979444,0.5000000002888867,0.5000004360659284,0.49999999789924965,0.49999999863111216,0.5000005724350683,0.5000000876813206
2025-09-02,0.5000000003239295,0.4999999999944176,0.5000000223336991,0.4999999689748589,0.5000000045178014,0.5000023091625363,0.49999999491319613,0.4999999692703771,0.5000011990804163,0.5000001007534336
2025-09-03,0.5000000000345867,0.49999999999959627,0.5000000010514652,0.49999999138539597,0.5000000013824364,0.5000002970430506,0.4999999994768033,0.4999999951589541,0.5000001183209117,0.5000000145490959
2025-09-04,0.5000000000842325,0.4999999999989263,0.5000000268761551,0.4999999928489434,0.5000000040429193,0.5000012241235793,0.49999999936818984,0.4999999843418688,0.5000001421032921,0.5000000403015502
2025-09-05,0.500000000308202,0.4999999999967981,0.500000013019103,0.4999999924948007,0.5000000012339209,0.5000002498810104,0.4999999955731468,0.4999999919024845,0.5000009605822888,0.5000001610472453
2025-09-08,0.5000000004556052,0.4999999999992593,0.500000015469289,0.4999999929161292,0.5000000016373185,0.5000009801338667,0.49999999998198363,0.49999998972652193,0.5000000038798315,0.5000000368720057
2025-09-09,0.5000000001552662,0.49999999999979344,0.5000000191512066,0.49999999251763166,0.5000000008281432,0.5000003525909225,0.49999999874636014,0.49999999242533216,0.5000002700945532,0.5000001274679283
2025-09-10,0.5000000002259484,0.4999999999974052,0.5000000055320326,0.49999999872642076,0.5000000003575242,0.5000003966276314,0.4999999961922402,0.49999999114147936,0.5000008632824127,0.5000002440038205
2025-09-11,0.5000000000917314,0.49999999999881384,0.5000000017397145,0.4999999998122955,0.5000000017819671,0.5000007231024858,0.4999999992391304,0.4999999950644437,0.5000001660169682,0.5000000461372784
2025-09-12,0.5000000011469433,0.4999999999406799,0.5000000577695068,0.49999997839828625,0.5000000085313506,0.5000039501309722,0.4999999898749845,0.4999999031318045,0.5000020237247107,0.5000002610646216
2025-09-15,0.5000000025587882,0.4999999999998861,0.5000000713107913,0.49999999847056353,0.500000002263768,0.5000005010408572,0.49999999832085185,0.49999999492862424,0.500000406332027,0.5000000062151037
2025-09-16,0.5000000017893946,0.49999999999998535,0.5000000003954512,0.49999999959724845,0.5000000027897437,0.5000004879172393,0.49999999591993816,0.4999999965788418,0.5000010952258045,0.5000001867395979
2025-09-17,0.5000000019985881,0.49999999999999917,0.500000026307303,0.49999999917574134,0.5000000016841353,0.5000004302548493,0.49999999918766996,0.49999999724909183,0.5000002301060563,0.5000000004801737
2025-09-18,0.5000000005677072,0.49999999999999944,0.5000000245268666,0.4999999995409533,0.5000000044123676,0.5000010531296546,0.4999999995997324,0.49999999675103846,0.5000001139492984,0.5000000804094619
2025-09-19,0.5000000017725146,0.49999999999999845,0.5000000059356657,0.4999999996120743,0.5000000018047445,0.500000301268942,0.49999999745641377,0.499999998518813,0.5000007119903396,0.5000000729765953
2025-09-22,0.5000000026466416,0.49999999999999867,0.5000000003807678,0.4999999992026062,0.5000000016586668,0.5000002604885034,0.49999999852417365,0.49999999604148143,0.5000003879757066,0.5000000153329514
2025-09-23,0.5000000002522855,0.49999999999998723,0.5000000568328914,0.4999999969229914,0.5000000000990568,0.5000009203669459,0.49999999923718497,0.49999999644848986,0.5000001970838347,0.5000000043475081
2025-09-24,0.5000000008978054,0.49999999999999895,0.5000000105618474,0.49999999906091486,0.500000001638632,0.5000007091045088,0.49999999935795103,0.4999999985360296,0.5000001671294056,0.5000000043027897
2025-09-25,0.5000000008837282,0.499999999999999,0.500000033307947,0.4999999992234201,0.5000000004198479,0.5000006153154821,0.49999999998910594,0.4999999971163469,0.5000000028330966,0.5000000208873868
2025-09-26,0.5000000002260597,0.5,0.5000000169865919,0.4999999999493759,0.5000000069930945,0.5000008167521874,0.49999999804092043,0.4999999981171884,0.5000005099343185,0.5000000794584087
2025-09-29,0.5000000013479218,0.4999999999999982,0.5000000410997102,0.49999999934345574,0.5000000001555832,0.5000000716903529,0.49999999841335685,0.4999999984211583,0.5000003941812607,0.5000000366794572
2025-09-30,0.5000000042891865,0.4999999999999996,0.5000000492537451,0.499999999614548,0.5000000042062334,0.5000005688224787,0.4999999983138569,0.49999999665601713,0.500000436366294,0.5000000291679103
2025-10-01,0.5000000016534862,0.5,0.5000000246545,0.49999999977388737,0.500000002254125,0.5000005365765856,0.4999999988188031,0.4999999985936603,0.5000002951640627,0.5000000298465362
2025-10-02,0.50000000308173,0.4999999999999991,0.500000010900036,0.49999999998647937,0.500000006625288,0.5000008838710406,0.499999997202989,0.49999999788918925,0.5000006633084035,0.5000000311495709
2025-10-03,0.5000000031508405,0.4999999999999999,0.500000022144278,0.499999999912324,0.5000000003546039,0.5000001800273879,0.49999999900895775,0.4999999994693886,0.5000002437745691,0.5000000142611523
2025-10-06,0.5000000091404324,0.49999999999977984,0.500000134008235,0.49999999943288764,0.5000000128589933,0.5000022593222465,0.49999998906450216,0.4999999853316905,0.5000023375098319,0.5000000606530971
2025-10-07,0.5000000018245037,0.5,0.5000000371281395,0.4999999999524789,0.5000000012830891,0.5000005016219335,0.49999999912993953,0.4999999993091596,0.50000021130206,0.5000000135344635
2025-10-08,0.5000000025963178,0.5,0.5000000053558395,0.49999999992816146,0.5000000047653552,0.5000008589834577,0.49999999961399855,0.4999999981513339,0.5000000941361021,0.5000000266594276
2025-10-09,0.5000000059073226,0.5,0.5000000777366651,0.49999999993709576,0.5000000045221024,0.5000007573198887,0.4999999945386393,0.4999999969582812,0.5000012971414203,0.500000037635567
2025-10-10,0.5000000025389169,0.49999999999999833,0.5000000127004074,0.4999999999065388,0.5000000054992966,0.5000007468607,0.49999999683195107,0.49999999608754964,0.5000005922938868,0.5000000089388864
2025-10-13,0.5000000027304864,0.5,0.5000001272017721,0.4999999999193796,0.5000000006848289,0.5000009571640688,0.49999999619190094,0.49999999650531124,0.5000008389734495,0.5000000049952863
2025-10-14,0.5000000149251544,0.500000000000876,0.5000002592829931,0.4999999999853528,0.5000000127182743,0.5000019514337168,0.4999999943620873,0.49999999814725526,0.5000019425328898,0.5000000283521344
2025-10-15,0.5000000029745703,0.5000000000000004,0.5000000926882954,0.49999999998437156,0.5000000039511726,0.500001326854337,0.4999999948434267,0.49999999689363406,0.500001005383923,0.5000000105745928
2025-10-16,0.5000000008902266,0.5,0.5000000195898924,0.49999999999797595,0.5000000012915882,0.5000004477006084,0.49999999607129686,0.4999999994304675,0.5000005996831124,0.5000000085545965
2025-10-17,0.5000000007218655,0.49999999999999956,0.5000002627995569,0.4999999999601281,0.5000000180667232,0.5000039776340567,0.49999998554875735,0.49999999024978187,0.500001384869751,0.5000000040784024
2025-10-20,0.5000000002049667,0.5000000000000003,0.5000000363593665,0.4999999999871391,0.5000000008436705,0.5000000016828788,0.49999999752943264,0.49999999978287213,0.5000003229756007,0.5000000037376074
2025-10-21,0.5000000002097196,0.500000000000002,0.5000000204042812,0.4999999999684973,0.5000000029163327,0.500000780407262,0.49999999458348976,0.4999999983288187,0.5000008371025704,0.5000000030015459
2025-10-22,0.5000000058621771,0.49999999999996647,0.5000001994104748,0.49999999931554806,0.5000000441792571,0.5000048272607217,0.4999999808355784,0.4999999790236665,0.5000012966069999,0.5000000077711337
2025-10-23,0.5000000000777487,0.49999999999999456,0.5000000034416637,0.4999999999846162,0.5000000024494871,0.500000106137447,0.4999999979669397,0.49999999986554833,0.5000001148140191,0.5000000007915901
2025-10-24,0.5000000010764312,0.4999999999999628,0.5000000419857872,0.49999999998646316,0.5000000089039989,0.5000008560229853,0.49999999211045865,0.49999999653448246,0.500000420900528,0.5000000013667805
2025-10-27,0.5000000002165768,0.49999999999999806,0.5000000083331722,0.4999999999958084,0.5000000003704094,0.5000003589982822,0.4999999961500219,0.4999999991013302,0.5000002424231691,0.500000001351944
2025-10-28,0.5000000027298712,0.49999999999998657,0.5000000686722811,0.4999999999830845,0.5000000169845679,0.5000009955616028,0.4999999907964776,0.49999999551863056,0.5000007496726833,0.5000000035347635
2025-10-29,0.5000000012421401,0.4999999999999988,0.5000000163912199,0.4999999999887373,0.5000000018124223,0.5000003952998927,0.4999999977790853,0.49999999954085766,0.5000001596778079,0.5000000016427881
2025-10-30,0.5000000005165091,0.499999999999972,0.5000001031038469,0.49999999991724864,0.5000000243541526,0.5000012978265308,0.4999999825634467,0.49999999277450446,0.5000010311843461,0.5000000025794569
2025-10-31,0.5000000004992303,0.5000000000008155,0.500000066792307,0.4999999999987984,0.5000000047063426,0.5000007950576292,0.4999999944806425,0.49999999867608813,0.5000011805167225,0.5000000059436597
2025-11-03,0.5000000001180923,0.5000000000000144,0.5000000785665315,0.4999999999998085,0.5000000033424706,0.5000000855572971,0.49999999942024986,0.49999999985693655,0.5000001065744363,0.5000000010229892
2025-11-04,0.5000000002493756,0.5000000000001863,0.5000001057723833,0.49999999999975187,0.5000000138449049,0.5000022262676003,0.49999999707017917,0.49999999900592984,0.5000005037086501,0.5000000004039237
2025-11-05,0.5000000002925667,0.5000000000000212,0.5000000844981212,0.49999999999971656,0.5000000123416212,0.5000013829722518,0.49999999949347895,0.49999999876808154,0.5000000883043367,0.5000000040073125
2025-11-06,0.5000000003930762,0.5000000000000077,0.5000000203879442,0.4999999999974979,0.5000000070063413,0.5000004818503526,0.49999999795551703,0.4999999983647695,0.5000003609268818,0.5000000007694383
2025-11-07,0.5000000001101039,0.5000000000000006,0.5000000345520556,0.4999999999937861,0.5000000022063009,0.5000001517968117,0.4999999987506198,0.4999999999368102,0.5000002035810256,0.5000000014837586
2025-11-10,0.5000000019329995,0.4999999999999997,0.5000001891915313,0.4999999999796677,0.500000019480755,0.5000014776731585,0.4999999822661679,0.4999999939271498,0.5000018609769018,0.5000000055990593
2025-11-11,0.5000000017984603,0.5000000000000506,0.5000000278146952,0.49999999999631345,0.5000000031451571,0.5000000562834186,0.49999999742667967,0.4999999990192508,0.5000017309777243,0.5000000184959017
2025-11-12,0.5000000016956938,0.5000000000000014,0.5000001785738609,0.4999999999956499,0.5000000090409993,0.5000014995746187,0.49999999692915664,0.4999999971245635,0.5000010062618534,0.5000000059351875
2025-11-13,0.5000000003094018,0.5000000000000003,0.5000000141665069,0.49999999999003975,0.5000000144345222,0.5000011573245084,0.499999999523854,0.4999999991280747,0.5000001755277259,0.5000000018301384
2025-11-14,0.5000000005607798,0.500000000000002,0.5000001412520066,0.4999999999934163,0.5000000015290429,0.5000003533163345,0.49999999865894795,0.4999999997556908,0.5000005239748428,0.5000000033883061
2025-11-17,0.5000000026375099,0.5000000000000278,0.5000004904410347,0.49999999995017386,0.5000000233663684,0.5000012996501827,0.4999999998810487,0.49999999844130794,0.5000000464988168,0.5000000053141971
2025-11-18,0.5000000003252857,0.500000000000004,0.5000001495403811,0.49999999998527245,0.5000000035178107,0.5000006153917202,0.499999998730662,0.49999999983956034,0.5000004948531044,0.5000000069331658
2025-11-19,0.5000000007285008,0.5000000000000292,0.5000000259630505,0.49999999997891936,0.5000000206187147,0.5000012504418502,0.4999999958458634,0.4999999995865947,0.5000011006670438,0.5000000074644637
2025-11-20,0.5000000014592926,0.5000000000001099,0.5000002292175937,0.49999999995971345,0.5000000052389582,0.5000005772949914,0.49999999809463935,0.4999999991248381,0.5000008536839401,0.500000001785392
2025-11-21,0.5000000021747274,0.500000000000264,0.5000001548404471,0.4999999999201626,0.5000000059544754,0.500000685821478,0.4999999976977523,0.4999999998494712,0.5000019882459227,0.5000000164264896
2025-11-24,0.5000000012788439,0.500000000000038,0.500000299925414,0.49999999996660993,0.5000000012758983,0.500000092443401,0.4999999925976624,0.4999999990814864,0.5000013118467941,0.5000000013529036
2025-11-25,0.5000000098815084,0.5000000000516429,0.5000006916617608,0.49999999998327294,0.5000000174249237,0.5000019584138249,0.49999999903642645,0.4999999990466275,0.5000089597526789,0.5000000200176639
2025-11-26,0.5000000033665944,0.500000000009011,0.5000000557344088,0.4999999999983066,0.5000000034074609,0.5000000493186185,0.4999999999737626,0.49999999996039257,0.5000023133879199,0.5000000304726213
2025-11-27,0.5000000052438371,0.5000000000203983,0.5000002338946075,0.4999999999985608,0.5000000057094085,0.500000124926459,0.49999999998226663,0.499999999768058,0.5000028682447117,0.5000000180936803
2025-11-28,0.5000000153879868,0.5000000000796592,0.5000003819412815,0.49999999999857664,0.5000000088400562,0.5000007972124916,0.4999999999922547,0.4999999996171077,0.5000093509726575,0.5000000608268483
2025-12-01,0.5000000733969971,0.5000000011176884,0.5000017663197541,0.4999999999880136,0.5000000340097116,0.5000037267746612,0.500000000000002,0.4999999999644371,0.5000180047296572,0.5000000279733843
2025-12-02,0.5000000136410342,0.5000000000866187,0.5000004080701674,0.49999999996498135,0.5000000082093455,0.5000013689460269,0.49999999999993905,0.49999999934261047,0.5000062548258953,0.50000000338121
2025-12-03,0.5000000309905825,0.5000000000157261,0.5000002079440987,0.4999999999966789,0.5000000013547964,0.5000007275340033,0.49999999998450906,0.49999999768818526,0.5000082014506556,0.5000001162568275
2025-12-04,0.5000000048436097,0.5000000000014264,0.500000178944614,0.4999999999778243,0.5000000023443197,0.5000005400491927,0.4999999999772531,0.4999999965194062,0.5000017237400507,0.5000000591141999
2025-12-05,0.5000000259676758,0.5000000000147397,0.5000002616131969,0.49999999998378664,0.5000000121017882,0.5000010057901111,0.4999999999848674,0.4999999980185559,0.5000055082185563,0.5000000902146968
2025-12-08,0.5000000043967567,0.500000000000993,0.5000001573203633,0.4999999999838953,0.5000000022288966,0.5000003707730057,0.49999999999694794,0.499999997462077,0.500000536331106,0.5000000369393456
2025-12-09,0.5000000008653314,0.5000000000011873,0.5000001649252034,0.4999999999978604,0.5000000016626511,0.5000004430350116,0.4999999999947865,0.4999999992789383,0.5000010222091396,0.5000000031798206
2025-12-10,0.5000000073298427,0.5000000000012697,0.500000094447042,0.4999999999607345,0.5000000004983252,0.5000001588693346,0.49999999995082167,0.4999999973548461,0.5000045597234031,0.5000000900276018
2025-12-11,0.5000000081121735,0.5000000000001485,0.5000001221278618,0.4999999999281485,0.5000000037589037,0.5000004511663511,0.49999999778778026,0.49999999481266477,0.5000018969591831,0.500000071626771
2025-12-12,0.500000005372328,0.5000000000017298,0.5000001641090308,0.4999999999859207,0.5000000099840815,0.5000008299588228,0.4999999999500985,0.4999999973950341,0.5000028716179913,0.5000000091566358
2025-12-15,0.500000018230448,0.5000000000066729,0.5000002321290842,0.4999999999604793,0.5000000458527496,0.5000026686511073,0.49999999999336076,0.4999999987753559,0.5000013514296737,0.500000005070887
2025-12-16,0.500000013027692,0.5000000000004051,0.5000002804168074,0.4999999999839076,0.5000000027096394,0.5000002459136771,0.49999999999590616,0.49999999980240784,0.5000006733246163,0.5000000111387854
2025-12-17,0.5000000089469913,0.5000000000007216,0.500000124619634,0.49999999989960175,0.5000000020408707,0.500000299293533,0.49999999999479294,0.4999999997984922,0.5000010670937135,0.5000000137185266
2025-12-18,0.5000000193676442,0.5000000000007929,0.5000001291853841,0.49999999995331224,0.500000011390285,0.5000002811452657,0.4999999999998056,0.4999999997677049,0.5000000377419569,0.5000000244898255
2025-12-19,0.5000000109525241,0.5000000000030921,0.5000002302672335,0.4999999999764048,0.5000000040680689,0.5000011889148671,0.4999999999982937,0.4999999994669668,0.5000003334578861,0.5000000012468699
2025-12-22,0.5000000173266395,0.5000000000007384,0.5000003332193204,0.4999999999650887,0.5000000229566685,0.500000595815534,0.4999999999898006,0.4999999996481175,0.5000007066213679,0.5000000033657417
2025-12-23,0.500000010152698,0.5000000000003946,0.5000001117765203,0.4999999999561314,0.5000000166896562,0.500000940694197,0.49999999994011723,0.4999999995475368,0.5000013689163243,0.500000039303812
2025-12-24,0.5000000060844788,0.5000000000000007,0.500000194896711,0.4999999996353969,0.5000000123737558,0.5000001033452978,0.49999999696958075,0.4999999967395313,0.500000733940717,0.500000007603999
2025-12-25,0.5000000028322029,0.5000000000000002,0.5000001334974322,0.49999999959808616,0.500000028998502,0.5000007734535783,0.49999999813073237,0.49999999783268967,0.5000005342939859,0.500000001713536
2025-12-26,0.5000000022308313,0.5,0.500000040344374,0.4999999990512207,0.5000000167448291,0.5000006390865134,0.49999999152572183,0.4999999976716213,0.5000006867372542,0.5000000015383581
2025-12-29,0.5000000003432623,0.499999999999694,0.5000002543763177,0.4999999992666082,0.5000000279852771,0.5000005683629533,0.49999999211517876,0.4999999967653304,0.5000001835890817,0.5000000000218945
2025-12-30,0.500000000370004,0.49999999999578015,0.5000003304444776,0.4999999999736642,0.5000001535678829,0.5000011066610615,0.4999999460652992,0.49999999253828686,0.5000015052633227,0.5000000000165447
2025-12-31,0.5000000002891694,0.4999999999897592,0.500000527041284,0.49999994021232197,0.5000003280031209,0.5000009021278039,0.4999999402834234,0.49999999185125377,0.5000002592958368,0.5000000000000002
